1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
6754, swamp, minecraft:swamp_hills, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6755, swamp, minecraft:swamp_hills, WATER_AMBIENT, betteranimalsplus:lamprey, 10, 1, 3
6756, swamp, minecraft:swamp_hills, WATER_AMBIENT, betteranimalsplus:eel_freshwater, 10, 1, 3
6757, plains, biomesoplenty:shrubland, MONSTER, minecraft:spider, 80, 4, 4
6758, plains, biomesoplenty:shrubland, MONSTER, minecraft:zombie, 80, 4, 4
6759, plains, biomesoplenty:shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
6760, plains, biomesoplenty:shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
6761, plains, biomesoplenty:shrubland, MONSTER, minecraft:creeper, 80, 4, 4
6762, plains, biomesoplenty:shrubland, MONSTER, minecraft:slime, 80, 4, 4
6763, plains, biomesoplenty:shrubland, MONSTER, minecraft:enderman, 5, 1, 4
6764, plains, biomesoplenty:shrubland, MONSTER, minecraft:witch, 5, 1, 1
6765, plains, biomesoplenty:shrubland, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
6766, plains, biomesoplenty:shrubland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6767, plains, biomesoplenty:shrubland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6768, plains, biomesoplenty:shrubland, MONSTER, rats:rat_spawner, 80, 1, 3
6769, plains, biomesoplenty:shrubland, MONSTER, rats:pied_piper, 10, 1, 1
6770, plains, biomesoplenty:shrubland, MONSTER, tconstruct:earth_slime, 80, 2, 4
6771, plains, biomesoplenty:shrubland, MONSTER, tconstruct:sky_slime, 80, 2, 4
6772, plains, biomesoplenty:shrubland, MONSTER, quark:toretoise, 80, 1, 1
6773, plains, biomesoplenty:shrubland, MONSTER, quark:stoneling, 80, 1, 1
6774, plains, biomesoplenty:shrubland, CREATURE, minecraft:sheep, 12, 4, 4
6775, plains, biomesoplenty:shrubland, CREATURE, minecraft:pig, 10, 4, 4
6776, plains, biomesoplenty:shrubland, CREATURE, minecraft:chicken, 10, 4, 4
6777, plains, biomesoplenty:shrubland, CREATURE, minecraft:cow, 10, 4, 4
6778, plains, biomesoplenty:shrubland, CREATURE, minecraft:horse, 10, 2, 6
6779, plains, biomesoplenty:shrubland, CREATURE, minecraft:donkey, 10, 1, 3
6780, plains, biomesoplenty:shrubland, CREATURE, exoticbirds:peafowl, 10, 2, 5
6781, plains, biomesoplenty:shrubland, CREATURE, exoticbirds:pigeon, 12, 2, 5
6782, plains, biomesoplenty:shrubland, CREATURE, alexsmobs:raccoon, 10, 2, 4
6783, plains, biomesoplenty:shrubland, CREATURE, alexsmobs:crow, 10, 3, 5
6784, plains, biomesoplenty:shrubland, CREATURE, alexsmobs:raccoon, 10, 2, 4
6785, plains, biomesoplenty:shrubland, CREATURE, alexsmobs:crow, 10, 3, 5
6786, plains, biomesoplenty:shrubland, CREATURE, betteranimalsplus:goat, 10, 1, 4
6787, plains, biomesoplenty:shrubland, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
6788, plains, biomesoplenty:shrubland, CREATURE, betteranimalsplus:songbird, 11, 1, 4
6789, plains, biomesoplenty:shrubland, CREATURE, betteranimalsplus:badger, 10, 1, 2
6790, plains, biomesoplenty:shrubland, CREATURE, betteranimalsplus:coyote, 10, 1, 6
6791, plains, biomesoplenty:shrubland, CREATURE, betteranimalsplus:boar, 10, 1, 4
6792, plains, biomesoplenty:shrubland, AMBIENT, minecraft:bat, 10, 8, 8
6793, plains, biomesoplenty:shrubland, AMBIENT, alexsmobs:fly, 10, 2, 3
6794, plains, biomesoplenty:shrubland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
6795, plains, biomesoplenty:shrubland, AMBIENT, alexsmobs:fly, 10, 2, 3
6796, plains, biomesoplenty:shrubland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
6797, plains, biomesoplenty:shrubland, AMBIENT, terraincognita:butterfly, 10, 4, 8
6798, plains, biomesoplenty:shrubland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6799, plains, biomesoplenty:shrubland, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6800, plains, biomesoplenty:shrubland, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6801, plains, biomesoplenty:shrubland, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6802, plains, biomesoplenty:shrubland, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
6803, plains, biomesoplenty:shrubland, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6804, plains, biomesoplenty:shrubland, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6805, plains, biomesoplenty:shrubland, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6806, plains, biomesoplenty:shrubland, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6807, plains, biomesoplenty:shrubland_hills, MONSTER, minecraft:spider, 80, 4, 4
6808, plains, biomesoplenty:shrubland_hills, MONSTER, minecraft:zombie, 80, 4, 4
6809, plains, biomesoplenty:shrubland_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
6810, plains, biomesoplenty:shrubland_hills, MONSTER, minecraft:skeleton, 80, 4, 4
6811, plains, biomesoplenty:shrubland_hills, MONSTER, minecraft:creeper, 80, 4, 4
6812, plains, biomesoplenty:shrubland_hills, MONSTER, minecraft:slime, 80, 4, 4
6813, plains, biomesoplenty:shrubland_hills, MONSTER, minecraft:enderman, 5, 1, 4
6814, plains, biomesoplenty:shrubland_hills, MONSTER, minecraft:witch, 5, 1, 1
6815, plains, biomesoplenty:shrubland_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
6816, plains, biomesoplenty:shrubland_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6817, plains, biomesoplenty:shrubland_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6818, plains, biomesoplenty:shrubland_hills, MONSTER, rats:rat_spawner, 80, 1, 3
6819, plains, biomesoplenty:shrubland_hills, MONSTER, rats:pied_piper, 10, 1, 1
6820, plains, biomesoplenty:shrubland_hills, MONSTER, tconstruct:earth_slime, 80, 2, 4
6821, plains, biomesoplenty:shrubland_hills, MONSTER, tconstruct:sky_slime, 80, 2, 4
6822, plains, biomesoplenty:shrubland_hills, MONSTER, quark:toretoise, 80, 1, 1
6823, plains, biomesoplenty:shrubland_hills, MONSTER, quark:stoneling, 80, 1, 1
6824, plains, biomesoplenty:shrubland_hills, CREATURE, minecraft:sheep, 12, 4, 4
6825, plains, biomesoplenty:shrubland_hills, CREATURE, minecraft:pig, 10, 4, 4
6826, plains, biomesoplenty:shrubland_hills, CREATURE, minecraft:chicken, 10, 4, 4
6827, plains, biomesoplenty:shrubland_hills, CREATURE, minecraft:cow, 10, 4, 4
6828, plains, biomesoplenty:shrubland_hills, CREATURE, minecraft:horse, 10, 2, 6
6829, plains, biomesoplenty:shrubland_hills, CREATURE, minecraft:donkey, 10, 1, 3
6830, plains, biomesoplenty:shrubland_hills, CREATURE, exoticbirds:peafowl, 10, 2, 5
6831, plains, biomesoplenty:shrubland_hills, CREATURE, exoticbirds:pigeon, 12, 2, 5
6832, plains, biomesoplenty:shrubland_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
6833, plains, biomesoplenty:shrubland_hills, CREATURE, alexsmobs:crow, 10, 3, 5
6834, plains, biomesoplenty:shrubland_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
6835, plains, biomesoplenty:shrubland_hills, CREATURE, alexsmobs:crow, 10, 3, 5
6836, plains, biomesoplenty:shrubland_hills, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
6837, plains, biomesoplenty:shrubland_hills, CREATURE, betteranimalsplus:goat, 10, 1, 4
6838, plains, biomesoplenty:shrubland_hills, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
6839, plains, biomesoplenty:shrubland_hills, CREATURE, betteranimalsplus:songbird, 11, 1, 4
6840, plains, biomesoplenty:shrubland_hills, CREATURE, betteranimalsplus:badger, 10, 1, 2
6841, plains, biomesoplenty:shrubland_hills, CREATURE, betteranimalsplus:coyote, 10, 1, 6
6842, plains, biomesoplenty:shrubland_hills, CREATURE, betteranimalsplus:boar, 10, 1, 4
6843, plains, biomesoplenty:shrubland_hills, AMBIENT, minecraft:bat, 10, 8, 8
6844, plains, biomesoplenty:shrubland_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
6845, plains, biomesoplenty:shrubland_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
6846, plains, biomesoplenty:shrubland_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
6847, plains, biomesoplenty:shrubland_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
6848, plains, biomesoplenty:shrubland_hills, AMBIENT, terraincognita:butterfly, 10, 4, 8
6849, plains, biomesoplenty:shrubland_hills, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6850, plains, biomesoplenty:shrubland_hills, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6851, plains, biomesoplenty:shrubland_hills, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6852, plains, biomesoplenty:shrubland_hills, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6853, plains, biomesoplenty:shrubland_hills, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
6854, plains, biomesoplenty:shrubland_hills, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6855, plains, biomesoplenty:shrubland_hills, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6856, plains, biomesoplenty:shrubland_hills, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6857, plains, biomesoplenty:shrubland_hills, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6858, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:spider, 80, 4, 4
6859, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
6860, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:skeleton, 80, 4, 4
6861, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:creeper, 80, 4, 4
6862, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:slime, 80, 4, 4
6863, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:enderman, 5, 1, 4
6864, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:witch, 5, 1, 1
6865, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
6866, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
6867, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6868, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6869, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, rats:rat_spawner, 80, 1, 3
6870, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, rats:pied_piper, 10, 1, 1
6871, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, tconstruct:earth_slime, 80, 2, 4
6872, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, tconstruct:sky_slime, 80, 2, 4
6873, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, quark:toretoise, 80, 1, 1
6874, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, quark:stoneling, 80, 1, 1
6875, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, minecraft:rabbit, 10, 2, 3
6876, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, minecraft:wolf, 10, 4, 4
6877, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, minecraft:fox, 10, 2, 4
6878, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, exoticbirds:penguin, 10, 2, 5
6879, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
6880, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, alexsmobs:moose, 10, 3, 4
6881, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
6882, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, alexsmobs:crow, 10, 3, 5
6883, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
6884, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, alexsmobs:moose, 10, 3, 4
6885, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
6886, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, alexsmobs:crow, 10, 3, 5
6887, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, betteranimalsplus:goat, 10, 1, 4
6888, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
6889, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
6890, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, betteranimalsplus:songbird, 11, 1, 4
6891, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, betteranimalsplus:badger, 10, 1, 2
6892, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
6893, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
6894, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, betteranimalsplus:deer, 16, 1, 4
6895, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
6896, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
6897, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, betteranimalsplus:boar, 10, 1, 4
6898, icy, biomesoplenty:snowy_coniferous_forest, AMBIENT, minecraft:bat, 10, 8, 8
6899, icy, biomesoplenty:snowy_coniferous_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
6900, icy, biomesoplenty:snowy_coniferous_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
6901, icy, biomesoplenty:snowy_coniferous_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
6902, icy, biomesoplenty:snowy_coniferous_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
6903, icy, biomesoplenty:snowy_coniferous_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6904, icy, biomesoplenty:snowy_coniferous_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6905, icy, biomesoplenty:snowy_coniferous_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6906, icy, biomesoplenty:snowy_coniferous_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6907, icy, biomesoplenty:snowy_coniferous_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6908, icy, biomesoplenty:snowy_coniferous_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6909, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:spider, 80, 4, 4
6910, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
6911, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:skeleton, 80, 4, 4
6912, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:creeper, 80, 4, 4
6913, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:slime, 80, 4, 4
6914, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:enderman, 5, 1, 4
6915, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:witch, 5, 1, 1
6916, icy, biomesoplenty:snowy_maple_forest, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
6917, icy, biomesoplenty:snowy_maple_forest, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
6918, icy, biomesoplenty:snowy_maple_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6919, icy, biomesoplenty:snowy_maple_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6920, icy, biomesoplenty:snowy_maple_forest, MONSTER, rats:rat_spawner, 80, 1, 3
6921, icy, biomesoplenty:snowy_maple_forest, MONSTER, rats:pied_piper, 10, 1, 1
6922, icy, biomesoplenty:snowy_maple_forest, MONSTER, tconstruct:earth_slime, 80, 2, 4
6923, icy, biomesoplenty:snowy_maple_forest, MONSTER, tconstruct:sky_slime, 80, 2, 4
6924, icy, biomesoplenty:snowy_maple_forest, MONSTER, quark:toretoise, 80, 1, 1
6925, icy, biomesoplenty:snowy_maple_forest, MONSTER, quark:stoneling, 80, 1, 1
6926, icy, biomesoplenty:snowy_maple_forest, CREATURE, minecraft:rabbit, 10, 2, 3
6927, icy, biomesoplenty:snowy_maple_forest, CREATURE, minecraft:wolf, 10, 4, 4
6928, icy, biomesoplenty:snowy_maple_forest, CREATURE, minecraft:fox, 10, 2, 4
6929, icy, biomesoplenty:snowy_maple_forest, CREATURE, exoticbirds:penguin, 10, 2, 5
6930, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
6931, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:moose, 10, 3, 4
6932, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
6933, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:crow, 10, 3, 5
6934, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
6935, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:moose, 10, 3, 4
6936, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
6937, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:crow, 10, 3, 5
6938, icy, biomesoplenty:snowy_maple_forest, CREATURE, betteranimalsplus:goat, 10, 1, 4
6939, icy, biomesoplenty:snowy_maple_forest, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
6940, icy, biomesoplenty:snowy_maple_forest, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
6941, icy, biomesoplenty:snowy_maple_forest, CREATURE, betteranimalsplus:songbird, 11, 1, 4
6942, icy, biomesoplenty:snowy_maple_forest, CREATURE, betteranimalsplus:badger, 10, 1, 2
6943, icy, biomesoplenty:snowy_maple_forest, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
6944, icy, biomesoplenty:snowy_maple_forest, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
6945, icy, biomesoplenty:snowy_maple_forest, CREATURE, betteranimalsplus:deer, 16, 1, 4
6946, icy, biomesoplenty:snowy_maple_forest, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
6947, icy, biomesoplenty:snowy_maple_forest, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
6948, icy, biomesoplenty:snowy_maple_forest, CREATURE, betteranimalsplus:boar, 10, 1, 4
6949, icy, biomesoplenty:snowy_maple_forest, AMBIENT, minecraft:bat, 10, 8, 8
6950, icy, biomesoplenty:snowy_maple_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
6951, icy, biomesoplenty:snowy_maple_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
6952, icy, biomesoplenty:snowy_maple_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
6953, icy, biomesoplenty:snowy_maple_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
6954, icy, biomesoplenty:snowy_maple_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6955, icy, biomesoplenty:snowy_maple_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6956, icy, biomesoplenty:snowy_maple_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6957, icy, biomesoplenty:snowy_maple_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6958, icy, biomesoplenty:snowy_maple_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6959, icy, biomesoplenty:snowy_maple_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6960, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:spider, 80, 4, 4
6961, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:zombie_villager, 10, 1, 1
6962, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:skeleton, 80, 4, 4
6963, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:creeper, 80, 4, 4
6964, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:slime, 80, 4, 4
6965, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:enderman, 5, 1, 4
6966, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:witch, 5, 1, 1
6967, icy, biomesoplenty:snowy_fir_clearing, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
6968, icy, biomesoplenty:snowy_fir_clearing, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
6969, icy, biomesoplenty:snowy_fir_clearing, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6970, icy, biomesoplenty:snowy_fir_clearing, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6971, icy, biomesoplenty:snowy_fir_clearing, MONSTER, rats:rat_spawner, 80, 1, 3
6972, icy, biomesoplenty:snowy_fir_clearing, MONSTER, rats:pied_piper, 10, 1, 1
6973, icy, biomesoplenty:snowy_fir_clearing, MONSTER, tconstruct:earth_slime, 80, 2, 4
6974, icy, biomesoplenty:snowy_fir_clearing, MONSTER, tconstruct:sky_slime, 80, 2, 4
6975, icy, biomesoplenty:snowy_fir_clearing, MONSTER, quark:toretoise, 80, 1, 1
6976, icy, biomesoplenty:snowy_fir_clearing, MONSTER, quark:stoneling, 80, 1, 1
6977, icy, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:rabbit, 10, 2, 3
6978, icy, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:wolf, 10, 4, 4
6979, icy, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:fox, 10, 2, 4
6980, icy, biomesoplenty:snowy_fir_clearing, CREATURE, exoticbirds:penguin, 10, 2, 5
6981, icy, biomesoplenty:snowy_fir_clearing, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
6982, icy, biomesoplenty:snowy_fir_clearing, CREATURE, alexsmobs:moose, 10, 3, 4
6983, icy, biomesoplenty:snowy_fir_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
6984, icy, biomesoplenty:snowy_fir_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
6985, icy, biomesoplenty:snowy_fir_clearing, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
6986, icy, biomesoplenty:snowy_fir_clearing, CREATURE, alexsmobs:moose, 10, 3, 4
6987, icy, biomesoplenty:snowy_fir_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
6988, icy, biomesoplenty:snowy_fir_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
6989, icy, biomesoplenty:snowy_fir_clearing, CREATURE, betteranimalsplus:goat, 10, 1, 4
6990, icy, biomesoplenty:snowy_fir_clearing, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
6991, icy, biomesoplenty:snowy_fir_clearing, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
6992, icy, biomesoplenty:snowy_fir_clearing, CREATURE, betteranimalsplus:songbird, 11, 1, 4
6993, icy, biomesoplenty:snowy_fir_clearing, CREATURE, betteranimalsplus:badger, 10, 1, 2
6994, icy, biomesoplenty:snowy_fir_clearing, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
6995, icy, biomesoplenty:snowy_fir_clearing, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
6996, icy, biomesoplenty:snowy_fir_clearing, CREATURE, betteranimalsplus:deer, 16, 1, 4
6997, icy, biomesoplenty:snowy_fir_clearing, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
6998, icy, biomesoplenty:snowy_fir_clearing, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
6999, icy, biomesoplenty:snowy_fir_clearing, CREATURE, betteranimalsplus:boar, 10, 1, 4
7000, icy, biomesoplenty:snowy_fir_clearing, AMBIENT, minecraft:bat, 10, 8, 8
7001, icy, biomesoplenty:snowy_fir_clearing, AMBIENT, alexsmobs:fly, 10, 2, 3
7002, icy, biomesoplenty:snowy_fir_clearing, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7003, icy, biomesoplenty:snowy_fir_clearing, AMBIENT, alexsmobs:fly, 10, 2, 3
7004, icy, biomesoplenty:snowy_fir_clearing, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7005, icy, biomesoplenty:snowy_fir_clearing, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
7006, icy, biomesoplenty:snowy_fir_clearing, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
7007, icy, biomesoplenty:snowy_fir_clearing, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
7008, icy, biomesoplenty:snowy_fir_clearing, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
7009, icy, biomesoplenty:snowy_fir_clearing, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
7010, icy, biomesoplenty:snowy_fir_clearing, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
7011, icy, minecraft:ice_spikes, MONSTER, minecraft:spider, 80, 4, 4
7012, icy, minecraft:ice_spikes, MONSTER, minecraft:zombie_villager, 10, 1, 1
7013, icy, minecraft:ice_spikes, MONSTER, minecraft:skeleton, 20, 4, 4
7014, icy, minecraft:ice_spikes, MONSTER, minecraft:creeper, 80, 4, 4
7015, icy, minecraft:ice_spikes, MONSTER, minecraft:slime, 80, 4, 4
7016, icy, minecraft:ice_spikes, MONSTER, minecraft:enderman, 5, 1, 4
7017, icy, minecraft:ice_spikes, MONSTER, minecraft:witch, 5, 1, 1
7018, icy, minecraft:ice_spikes, MONSTER, minecraft:stray, 80, 4, 4
7019, icy, minecraft:ice_spikes, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
7020, icy, minecraft:ice_spikes, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
7021, icy, minecraft:ice_spikes, MONSTER, alexsmobs:centipede_head, 10, 1, 1
7022, icy, minecraft:ice_spikes, MONSTER, alexsmobs:centipede_head, 10, 1, 1
7023, icy, minecraft:ice_spikes, MONSTER, rats:rat_spawner, 80, 1, 3
7024, icy, minecraft:ice_spikes, MONSTER, rats:pied_piper, 10, 1, 1
7025, icy, minecraft:ice_spikes, MONSTER, tconstruct:earth_slime, 80, 2, 4
7026, icy, minecraft:ice_spikes, MONSTER, tconstruct:sky_slime, 80, 2, 4
7027, icy, minecraft:ice_spikes, MONSTER, quark:toretoise, 80, 1, 1
7028, icy, minecraft:ice_spikes, MONSTER, quark:stoneling, 80, 1, 1
7029, icy, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 2, 3
7030, icy, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 10, 1, 2
7031, icy, minecraft:ice_spikes, CREATURE, exoticbirds:penguin, 10, 2, 5
7032, icy, minecraft:ice_spikes, CREATURE, cnb:yeti, 10, 2, 3
7033, icy, minecraft:ice_spikes, CREATURE, minecraft:sheep, 10, 2, 3
7034, icy, minecraft:ice_spikes, CREATURE, minecraft:fox, 10, 1, 1
